Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,class_label
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Out of Business - OOB,NA,10001,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10011,Violation Issued,1
Garage - 049,Damage / Estimate,Cash Amount - AMT,Yes,11201,Violation Issued,1
Auto Rental - 213,Surcharge/Overcharge - S02,Referred to Outside - RTO,NA,63105,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Referred to Outside - RTO,NA,10312,No Evidence of Activity,1
Garage - 049,Damaged Goods - D01,Referred to Hearing - RTH,No,10065,Violation Issued,1
Employment Agency - 034,Non-Delivery of Service - N02,No Business Response - NVR,No,10001,Out of Business,1
Furniture Sales - 242,Wrong Goods - W01,Advised to Sue - ATS,No,10034,Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10034,No Violation Issued,1
Tow Truck Company - 124,,Cash Amount - AMT,Yes,10470,Pass,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Complaint Invalid - CIN,NA,11377,No Evidence of Activity,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,11369,Pass,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10003,No Violation Issued,1
Health Spa - 839,,Resolved and Consumer Satisfied - SPF,Yes,10021,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,10304,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,No Business Response - NVR,No,10304,No Violation Issued,1
Parking Lot - 050,Billing Dispute - B02,Cash Amount - AMT,Yes,11226,No Violation Issued,1
Pawnbroker - 080,Misrepresentation - M01,Referred to Hearing - RTH,No,11101,Violation Issued,1
Dry Cleaners - 230,Misrepresentation - M01,Advised to Sue - ATS,No,11030,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,10036,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10019,No Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Resolved and Consumer Satisfied - SPF,Yes,11223,Violation Issued,1
Home Improvement Contractor - 100,,Advised to Sue - ATS,No,11356,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,No,10457,No Violation Issued,1
Electronic Store - 001,Refund Policy - R01,Cash Amount - AMT,Yes,11354,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11434,Out of Business,1
Electronic Store - 001,Wrong Goods - W01,Out of Business - OOB,NA,10458,Out of Business,1
Home Improvement Contractor - 100,Breach of Contract - B03,Unable to Locate Business - ULV,NA,10040,No Violation Issued,1
Storage Warehouse - 120,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10469,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,10475,No Violation Issued,1
Garage - 049,Damaged Goods - D01,No Business Response - NVR,No,11434,Out of Business,1
Home Improvement Contractor - 100,Misrepresentation - M01,Advised to Sue - ATS,No,10305,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Unable to Locate Business - ULV,NA,11235,Out of Business,1
Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11372,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11232,Violation Issued,1
Gas Station-Retail - 815,Surcharge/Overcharge - S02,Consumer Withdrew Complaint - CWC,NA,11356,Fail,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11368,No Violation Issued,1
Tow Truck Company - 124,Breach of Contract - B03,Advised to Sue - ATS,No,11211,No Evidence of Activity,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Complaint Invalid - CIN,NA,10019,No Violation Issued,1
Garage - 049,Closed without Notice,Advised to Sue - ATS,No,10019,Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Consumer Withdrew Complaint - CWC,NA,10469,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,10035,No Violation Issued,1
Storage Warehouse - 120,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,Yes,11433,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Goods Exchanged - GEX,Yes,10018,Posting Order Served,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,10474,No Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Complaint Invalid - CIN,NA,10473,Pass,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Consumer Took Action - CTA,No,11368,Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Consumer Took Action - CTA,No,11203,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,Consumer Took Action - CTA,No,11211,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,11234,No Violation Issued,1
Furniture Sales - 242,Misrepresentation - M01,Goods Exchanged - GEX,Yes,11220,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,11234,Out of Business,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11215,Pass,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Complaint Invalid - CIN,NA,11421,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11577,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11355,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,11355,No Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Warranty - B04,Goods Repaired - GRS,Yes,10468,Violation Issued,1
Jewelry Store-Retail - 823,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,10468,No Violation Issued,1
Wearing Apparel - 450,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,90058,Out of Business,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,08501,Violation Issued,1
Other,Misrepresentation - M01,Cash Amount - AMT,Yes,10455,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10001,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Warranty - B04,Referred to Hearing - RTH,No,10314,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,Advised to Sue - ATS,No,11377,Closed,1
Garage - 049,Damaged Goods - D01,Referred to Hearing - RTH,No,10024,Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,10453,No Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Cash Amount - AMT,Yes,10002,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Bill Reduced - BLR,Yes,11001,Pass,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,10309,Pass,1
Furniture Sales - 242,Defective Goods - D02,Goods Repaired - GRS,Yes,10455,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11212,No Violation Issued,1
Furniture Sales - 242,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,11101,Violation Issued,1
Furniture Sales - 242,Misrepresentation - M01,Consumer Took Action - CTA,No,10455,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,No,11435,No Violation Issued,1
Furniture Sales - 242,,Advised to Sue - ATS,No,11234,No Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Goods Received - GDR,Yes,11433,Out of Business,1
Furniture Sales - 242,Non-Delivery of Goods - N01,No Business Response - NVR,No,10451,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Complaint Invalid - CIN,NA,10462,Out of Business,1
Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,Yes,10455,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10455,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,No,11204,No Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,No Business Response - NVR,No,11234,No Violation Issued,1
Furniture Sales - 242,Defective Goods - D02,No Satisfactory Agreement - NSA,No,10025,No Violation Issued,1
Misc Non-Food Retail - 817,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,Yes,10009,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,No,,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,No,76051,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10468,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10128,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,10523,Violation Issued,1
Garage - 049,Damaged Goods - D01,Consumer Took Action - CTA,No,08105,Violation Issued,1
Tax Preparers - 891,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,Yes,11372,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,,Violation Issued,1
Auto Dealership - 212,,Referred to Outside - RTO,NA,11226,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11377,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,11235,Pass,1
Garage - 049,Other - Z01,Advised to Sue - ATS,No,10021,No Violation Issued,1
Pawnbroker - 080,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11217,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,Yes,11218,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,No Business Response - NVR,No,11219,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10036,No Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10022,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10019,Warning,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Hearing - RTH,No,11208,Pass,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11581,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Consumer Took Action - CTA,No,07016,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Consumer Took Action - CTA,No,11003,Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,No Satisfactory Preempted - NSP,NA,10314,Pass,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11201,No Violation Issued,1
Laundry - 064,Damaged Goods - D01,Advised to Sue - ATS,No,10801,No Violation Issued,1
Pawnbroker - 080,Misrepresentation - M01,Bill Reduced - BLR,Yes,10458,Violation Issued,1
Jewelry Store-Retail - 823,Refund Policy - R01,Goods Exchanged - GEX,Yes,11103,Warning,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11204,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Referred to Hearing - RTH,No,10011,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,Goods Repaired - GRS,Yes,10032,Violation Issued,1
Sightseeing Bus - 078,Non-Delivery of Service - N02,No Satisfactory Agreement - NSA,No,10017,Pass,1
Misc Non-Food Retail - 817,Damaged Goods - D01,Cash Amount - AMT,Yes,11354,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10037,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11223,Out of Business,1
Furniture Sales - 242,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,Yes,11378,Out of Business,1
Furniture Sales - 242,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11206,Violation Issued,1
Funeral Homes - 888,Misrepresentation - M01,Cash Amount - AMT,Yes,10466,No Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,11385,Pass,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,10019,No Violation Issued,1
Misc Non-Food Retail - 817,,Advised to Sue - ATS,No,10458,No Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Goods Exchanged - GEX,Yes,10025,No Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,11234,No Violation Issued,1
Sightseeing Bus - 078,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,No,10018,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NA,07077,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10303,Pass,1
Grocery-Retail - 808,,Cash Amount - AMT,Yes,10019,Pass,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10458,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,11208,No Violation Issued,1
Retail Store - 820,,Cash Amount - AMT,Yes,10021,No Violation Issued,1
Home Improvement Contractor - 100,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,11237,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11237,No Evidence of Activity,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10453,No Evidence of Activity,1
Misc Non-Food Retail - 817,Defective Goods - D02,Advised to Sue - ATS,No,11201,No Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,11223,Pass,1
Pawnbroker - 080,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,11207,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,No,11215,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,No Business Response - NVR,No,11206,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,No,11418,Out of Business,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,11213,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11355,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11435,No Violation Issued,1
Hardware-Retail - 811,,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11232,Fail,1
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,Goods Received - GDR,Yes,10037,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,10467,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Complaint Invalid - CIN,NA,10019,Out of Business,1
Employment Agency - 034,Non-Delivery of Service - N02,Advised to Sue - ATS,No,10455,Posting Order Served,1
Auction House - 128,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11354,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,10027,Warning,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Out of Business - OOB,NA,11552,Out of Business,1
Electronic Store - 001,Damaged Goods - D01,Cash Amount - AMT,Yes,11372,No Violation Issued,1
Garage & Parking Lot - 098,Damaged Goods - D01,Cash Amount - AMT,Yes,10023,Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,No Satisfactory Preempted - NSP,NA,,No Violation Issued,1
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11432,No Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,No Satisfactory Preempted - NSP,NA,11435,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,11432,No Violation Issued,1
Immigration Svc Prv - 893,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11354,No Evidence of Activity,1
Home Improvement Contractor - 100,,Referred to Hearing - RTH,No,11361,Out of Business,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11358,Pass,1
Misc Non-Food Retail - 817,Price list,Resolved and Consumer Satisfied - SPF,Yes,11218,No Violation Issued,1
Misc Non-Food Retail - 817,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11214,Unable to Locate,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,Yes,11354,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,Unable to Locate Consumer - ULC,NA,11235,No Violation Issued,1
Misc Non-Food Retail - 817,Advertising/Misleading - A02,Store Credit - SCR,Yes,30339,Pass,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11237,No Violation Issued,1
Misc Non-Food Retail - 817,Damaged Goods - D01,Advised to Sue - ATS,No,11354,No Violation Issued,1
Home Improvement Contractor - 100,,Unable to Locate Business - ULV,NA,11420,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Cash Amount - AMT,Yes,11416,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10472,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Consumer Took Action - CTA,No,11414,Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Goods Repaired - GRS,Yes,11735,No Violation Issued,1
Furniture Sales - 242,Wrong Goods - W01,No Business Response - NVR,No,11234,No Violation Issued,1
Supermarket - 819,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10013,Pass,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,10309,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,No Business Response - NVR,No,10469,No Evidence of Activity,1
Electronic & Home Appliance Service Dealer - 115,,Cash Amount - AMT,Yes,10002,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11354,No Violation Issued,1
Furniture Sales - 242,Breach of Warranty - B04,Goods Exchanged - GEX,Yes,11373,No Violation Issued,1
Misc Non-Food Retail - 817,Defective Goods - D02,Advised to Sue - ATS,No,10013,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,10305,No Violation Issued,1
Electronic Store - 001,,Bill Reduced - BLR,Yes,11550,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,,ECB Warning Issued,1
Electronic Store - 001,Misrepresentation - M01,Referred to Hearing - RTH,No,11413,Violation Issued,1
Home Improvement Contractor - 100,Misrepresentation - M01,Unable to Locate Business - ULV,NA,11566,Violation Issued,1
Other,,No Consumer Response - NCR,NA,11209,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,11225,No Violation Issued,1
Furniture Sales - 242,,Store Credit - SCR,Yes,11231,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11368,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,10011,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Advised to Sue - ATS,No,10016,No Violation Issued,1
Garage - 049,Other - Z01,Bill Reduced - BLR,Yes,11374,Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,No Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Advised to Sue - ATS,No,11416,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11378,Pass,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11220,Violation Issued,1
Tax Preparers - 891,Misrepresentation - M01,Advised to Sue - ATS,No,10017,No Violation Issued,1
Tow Truck Company - 124,Damaged Goods - D01,Cash Amount - AMT,Yes,11231,Pass,1
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,11361,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,No,10314,Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Bill Reduced - BLR,Yes,10461,Out of Business,1
Home Improvement Contractor - 100,Unlicensed,Advised to Sue - ATS,No,10467,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,No Satisfactory Preempted - NSP,NA,11432,Violation Issued,1
Tax Preparers - 891,Refund Policy - R01,Advised to Sue - ATS,No,10460,No Evidence of Activity,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11598,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10466,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Cash Amount - AMT,Yes,11103,Closed,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11429,No Evidence of Activity,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,10301,Violation Issued,1
Home Improvement Contractor - 100,,Advised to Sue - ATS,No,11222,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11419,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,No Business Response - NVR,No,11216,Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,Advised to Sue - ATS,No,11220,Out of Business,1
Tax Preparers - 891,Misrepresentation - M01,Advised to Sue - ATS,No,11217,No Violation Issued,1
Tax Preparers - 891,Advertising/Misleading - A02,No Business Response - NVR,No,11217,No Violation Issued,1
Tow Truck Company - 124,Excessive Charges,Referred to Hearing - RTH,No,10461,Pass,1
Retail Store - 820,,Resolved and Consumer Satisfied - SPF,Yes,10038,No Violation Issued,1
Cabaret - 073,Breach of Contract - B03,No Business Response - NVR,No,11237,Out of Business,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11432,Violation Issued,1
Funeral Homes - 888,Surcharge/Overcharge - S02,Referred to Outside - RTO,NA,11221,Out of Business,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,No,10475,Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NA,10017,Unable to Locate,1
Tow Truck Company - 124,Refund Policy - R01,Cash Amount - AMT,Yes,11354,Pass,1
Dry Cleaners - 230,Lost Property - L02,Advised to Sue - ATS,No,10453,Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11373,Pass,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,10461,No Violation Issued,1
Dry Cleaners - 230,Lost Property - L02,Cash Amount - AMT,Yes,11223,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,11797,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Bill Reduced - BLR,Yes,11225,No Violation Issued,1
Jewelry Store-Retail - 823,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10017,Fail,1
Jewelry Store-Retail - 823,Misrepresentation - M01,Consumer Took Action - CTA,No,11225,Out of Business,1
Jewelry Store-Retail - 823,Misrepresentation - M01,Unable to Locate Business - ULV,NA,,Out of Business,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Cash Amount - AMT,Yes,11377,Violation Issued,1
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,11103,Pass,1
Laundry - 064,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,Yes,10028,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,Consumer Took Action - CTA,No,11214,Violation Issued,1
Misc Non-Food Retail - 817,Refund Policy - R01,Cash Amount - AMT,Yes,10314,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11220,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11221,No Violation Issued,1
Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,1
Jewelry Store-Retail - 823,Breach of Warranty - B04,Advised to Sue - ATS,No,11220,Out of Business,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11368,Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11105,No Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Referred to Outside - RTO,NA,10456,Posting Order Served,1
Dry Cleaners - 230,Non-Delivery of Goods - N01,Goods Received - GDR,Yes,10457,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11354,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Goods Repaired - GRS,Yes,10459,Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11357,Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Goods Exchanged - GEX,Yes,11210,No Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,10462,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11220,No Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,11417,Pass,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11757,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11417,Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,No,11385,No Violation Issued,1
Other,Misrepresentation - M01,Cash Amount - AMT,Yes,11220,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10454,No Violation Issued,1
Retail Store - 820,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,11204,Out of Business,1
